Date,Age,Gender,Marital_Status,Num_Children,Employment_Status,Monthly_Household_Income,Had_Health_Insurance,Insurance_Cover,Last_Hospital_Visit_Months,Had_Health_Insurance_During_Last_Visit,Had_Routine_Checkup,Checkup_Interval_Years,Had_Cancer_Screening,Cancer_Screening_Interval_Years
16/06/2023,18-30,Female,Single,,Unemployed,,Yes,NHIF,,No,,,No,
16/06/2023,51-60,Male,Married,3,Self-employed,40001-50000,Yes,NHIF ,1,Yes,No,,No,
16/06/2023,18-30,Male,Single,0,Self-employed,10001-20000,Yes,Nhif,10,Yes,No,,No,
16/06/2023,41-50,Male,Married,3,Employed,20001-30000,Yes,Britam,1,Yes,Yes,1,Yes,1
16/06/2023,31-40,Male,Married,1,Employed,20001-30000,Yes,Nhif,1,Yes,No,,No,
16/06/2023,18-30,Female,Single,,Unemployed,0-9999,No,,3,No,No,,No,
16/06/2023,41-50,Female,Married,2,Self-employed,10001-20000,Yes,Cic,3,Yes,Yes,1,No,
16/06/2023,18-30,Male,Married,1,Self-employed,0-9999,Yes,AAR,8,Yes,No,,No,
16/06/2023,18-30,Female,Married,1,Self-employed,0-9999,No,,1,Yes,Yes,1,No,
16/06/2023,60+,Female,Married,6,Unemployed,0-9999,Yes,Nhif,1,Yes,Yes,1,Yes,1
16/06/2023,18-30,Male,Single,0,Employed,10001-20000,Yes,AAR,9,Yes,No,,No,
16/06/2023,31-40,Female,Married,4,Employed,10001-20000,Yes,Nhif,5,Yes,Yes,1,Yes,1
16/06/2023,31-40,Male,Single,,Self-employed,0-9999,No,,7,No,No,,No,
16/06/2023,60+,Female,Married,5,Unemployed,0-9999,No,,4,No,No,,Yes,4+
16/06/2023,41-50,Female,Married,4,Self-employed,10001-20000,Yes,Jubilee,1,Yes,Yes,1,No,
16/06/2023,41-50,Female,Divorced,3,Employed,10001-20000,No,,20,No,Yes,4+,No,
16/06/2023,31-40,Male,Single,0,Employed,20001-30000,No,,4,No,No,,No,
16/06/2023,41-50,Male,Single,0,Employed,40001-50000,Yes,APA,1,Yes,No,,Yes,1
16/06/2023,31-40,Female,Married,1,Unemployed,20001-30000,Yes,Linda mama ,4,Yes,No,,Yes,2
16/06/2023,31-40,Female,Married,2,Self-employed,10001-20000,Yes,Jubilee,9,No,No,,No,
16/06/2023,41-50,Male,Married,4,Employed,0-9999,No,,6,No,Yes,1,No,
16/06/2023,31-40,Male,Single,,Self-employed,10001-20000,No,,1,No,No,,No,
16/06/2023,51-60,Male,Married,7,Unemployed,0-9999,No,,4,No,Yes,4+,Yes,4+
16/06/2023,18-30,Male,Married,1,Employed,10001-20000,No,,5,No,No,,No,
16/06/2023,31-40,Male,Married,3,Self-employed,20001-30000,Yes,NHIF,1,Yes,Yes,2,Yes,2
16/06/2023,18-30,Female,Single,,Unemployed,,No,,5,No,No,,No,2
16/06/2023,41-50,Male,Married,5,Unemployed,0-9999,Yes,NHIF,2,Yes,Yes,2,Yes,2
16/06/2023,18-30,Female,Married,3,Employed,10001-20000,Yes,NHIF,3,Yes,Yes,3,Yes,1
16/06/2023,41-50,Male,Married,6,Self-employed,20001-30000,Yes,NHIF,5,Yes,Yes,4+,Yes,3
16/06/2023,41-50,Male,Married,6,Unemployed,0-9999,Yes,NHIF,3,Yes,Yes,3,Yes,3
16/06/2023,31-40,Male,Single,,Employed,20001-30000,No,,3,No,No,,No,4+
16/06/2023,41-50,Female,Divorced,3,Self-employed,20001-30000,Yes,NHIF,3,Yes,Yes,3,Yes,3
16/06/2023,31-40,Male,Single,,Unemployed,10001-20000,No,,14,No,No,,No,
16/06/2023,41-50,Female,Married,5,Self-employed,10001-20000,Yes,NHIF,3,Yes,No,,No,
16/06/2023,31-40,Male,Married,3,Self-employed,20001-30000,Yes,NHIF,1,Yes,No,,No,
16/06/2023,18-30,Female,Married,3,Unemployed,10001-20000,Yes,NHIF ,1,Yes,No,,No,
16/06/2023,41-50,Female,Married,1,Employed,40001-50000,Yes,CIC,4,Yes,Yes,1,No,
16/06/2023,51-60,Male,Married,3,Unemployed,10001-20000,Yes,NHIF,4,No,No,,No,
16/06/2023,31-40,Male,Married,2,Unemployed,10001-20000,Yes,NHIF,8,No,No,,No,
16/06/2023,31-40,Male,Married,1,Employed,50001+,Yes,NHIF,4,Yes,Yes,1,Yes,2
16/06/2023,31-40,Female,Married,3,Self-employed,50001+,Yes,NHIF,6,Yes,No,,No,
16/06/2023,51-60,Female,Married,4,Unemployed,10001-20000,Yes,NHIF,1,Yes,Yes,1,No,
16/06/2023,18-30,Male,Single,0,Unemployed,0-9999,No,,3,No,Yes,1,Yes,2
16/06/2023,60+,Male,Married,6,Unemployed,0-9999,Yes,,4,Yes,Yes,2,,1
16/06/2023,18-30,Male,Single,,Employed,10001-20000,No,,2,No,Yes,4+,Yes,4+
16/06/2023,41-50,Female,Married,3,Employed,10001-20000,Yes,,4,No,Yes,3,Yes,3
16/06/2023,41-50,Male,Married,3,Employed,10001-20000,Yes,Nhif,3,Yes,Yes,2,Yes,2
16/06/2023,31-40,Female,Single,,Unemployed,0-9999,No,,3,No,Yes,2,No,
16/06/2023,18-30,Male,Single,0,Unemployed,0-9999,No,,4,No,Yes,2,No,
16/06/2023,31-40,Female,Married,4,Employed,10001-20000,Yes,Nhif,3,Yes,Yes,3,Yes,3
16/06/2023,31-40,Female,Married,2,Employed,0-9999,No,,2,No,Yes,2,Yes,2
16/06/2023,18-30,Male,Single,0,Unemployed,0-9999,No,,2,No,Yes,2,Yes,2
16/06/2023,41-50,Male,Married,3,Employed,20001-30000,Yes,NHIF,13,Yes,No,,No,
16/06/2023,31-40,Female,Married,2,Unemployed,,No,,8,No,No,,No,
16/06/2023,51-60,Female,Married,5,Unemployed,,No,,3,No,Yes,1,No,
16/06/2023,18-30,Male,Single,,Self-employed,10001-20000,No,,10,No,No,,No,
16/06/2023,31-40,Female,Married,3,Self-employed,0-9999,No,,4,No,No,,No,
16/06/2023,41-50,Female,Married,4,Unemployed,,No,,6,No,Yes,1,No,
16/06/2023,31-40,Female,Married,3,Unemployed,,No,,1,No,No,,No,
16/06/2023,18-30,Female,Single,1,Self-employed,10001-20000,No,,2,No,No,,No,
16/06/2023,18-30,Female,Married,1,Unemployed,,No,,5,No,No,,No,
16/06/2023,31-40,Female,Married,2,Self-employed,10001-20000,No,,9,No,No,,No,
16/06/2023,18-30,Male,Single,0,Self-employed,10001-20000,No,,2,No,No,,No,
16/06/2023,41-50,Female,Married,3,Unemployed,0-9999,No,,5,No,No,,No,
16/06/2023,51-60,Female,Married,3,Employed,20001-30000,Yes,NHIF ,1,Yes,Yes,3,No,
16/06/2023,18-30,Female,Single,0,Self-employed,0-9999,No,,1,No,No,,No,
16/06/2023,31-40,Male,Married,1,Employed,10001-20000,Yes,NHIF ,7,Yes,No,,No,
16/06/2023,18-30,Female,Single,0,Unemployed,0-9999,No,,8,No,No,,No,
16/06/2023,18-30,Female,Married,2,Self-employed,10001-20000,Yes,NHIF ,2,Yes,Yes,3,No,
16/06/2023,31-40,Female,Married,1,Unemployed,0-9999,Yes,NHIF ,1,Yes,No,,No,
16/06/2023,41-50,Male,Married,4,Self-employed,0-9999,No,,7.5,No,No,,No,
16/06/2023,18-30,Female,Married,2,Employed,20001-30000,Yes,NHIF ,9,Yes,No,,Yes,3
16/06/2023,18-30,Female,Married,3,Unemployed,20001-30000,Yes,NHIF ,2,No,No,,No,
16/06/2023,18-30,Female,Married,2,Employed,20001-30000,No,NHIF ,1,Yes,No,,Yes,4+
16/06/2023,18-30,Male,Married,3,Self-employed,20001-30000,Yes,NHIF ,3,No,No,,No,4+
16/06/2023,18-30,Male,Single,,Employed,20001-30000,Yes,Nhif,14,Yes,No,,No,
16/06/2023,18-30,Male,Single,,Unemployed,0-9999,No,,8,No,No,,No,
16/06/2023,18-30,Male,Married,3,Unemployed,0-9999,No,,7,No,No,,No,
16/06/2023,31-40,Female,Married,4,Self-employed,10001-20000,Yes,Nhif,11,No,No,,No,
16/06/2023,18-30,Male,Married,1,Self-employed,10001-20000,No,,12,No,No,,No,
16/06/2023,18-30,,Single,,Unemployed,0-9999,No,,5,No,No,,No,
16/06/2023,31-40,Male,Married,5,Employed,20001-30000,Yes,Nhif,9,Yes,No,,No,
16/06/2023,18-30,Male,Married,2,Employed,20001-30000,Yes,Nhif,11,Yes,No,,No,
16/06/2023,41-50,Male,Married,8,Unemployed,10001-20000,No,,6,No,No,,No,
16/06/2023,18-30,Female,Single,,Unemployed,0-9999,No,,17,No,No,,No,
16/06/2023,31-40,Male,Single,3,Employed,20001-30000,Yes,NHIF ,12,No,Yes,1,No,
16/06/2023,41-50,Male,Single,5,Unemployed,40001-50000,Yes,Jubilee ,3,Yes,No,,No,
16/06/2023,60+,Female,Divorced,2,Self-employed,40001-50000,Yes,Direct line ,6,Yes,No,,Yes,3
16/06/2023,41-50,Male,Married,4,Employed,50001+,Yes,NHIF ,1,Yes,No,,Yes,1
16/06/2023,18-30,Female,Single,1,Self-employed,20001-30000,Yes,NHIF ,24,Yes,Yes,4+,No,
16/06/2023,31-40,Female,Divorced,1,Self-employed,40001-50000,No,,12,No,No,,Yes,4+
16/06/2023,31-40,Male,Married,1,Unemployed,0-9999,No,,2,No,No,,No,
16/06/2023,51-60,Female,Divorced,1,Self-employed,10001-20000,No,,3,No,No,,No,
16/06/2023,31-40,Female,Married,2,Employed,40001-50000,Yes,Nhif ,5,Yes,No,,No,
16/06/2023,18-30,Male,Single,0,Self-employed,10001-20000,No,,1,No,No,,No,
16/06/2023,60+,Female,Married,8,Employed,40001-50000,Yes,Nhif ,3,Yes,No,,No,
16/06/2023,31-40,Male,Married,2,Employed,20001-30000,No,,3,No,No,,No,
16/06/2023,18-30,Female,Single,0,Unemployed,10001-20000,No,,0.5,No,No,,No,
16/06/2023,41-50,Female,Divorced,5,Employed,20001-30000,Yes,Nhif ,1,Yes,No,,Yes,2
16/06/2023,60+,Male,Married,8,Self-employed,20001-30000,No,,1,No,No,,No,
16/06/2023,51-60,Female,Married,5,Employed,40001-50000,Yes,Nhif ,0.6,Yes,No,,Yes,4+
16/06/2023,51-60,Female,Married,6,Unemployed,0-9999,Yes,NHIF,2,No,Yes,4+,Yes,4+
16/06/2023,51-60,Male,Married,4,Unemployed,0-9999,No,,9,No,No,,No,
16/06/2023,31-40,Female,Married,2,Self-employed,0-9999,No,,8,No,No,,No,
16/06/2023,18-30,Male,Single,,Unemployed,0-9999,Yes,NHIF,6,No,No,,No,
16/06/2023,18-30,Female,Single,,Employed,10001-20000,No,,2,No,Yes,3,Yes,4+
16/06/2023,31-40,Female,Married,2,Self-employed,10001-20000,Yes,NHIF,7,Yes,No,,No,
16/06/2023,31-40,Female,Married,3,Employed,20001-30000,Yes,NHIF,3,Yes,Yes,1,Yes,2
16/06/2023,31-40,Male,Divorced,4,Employed,10001-20000,Yes,NHIF,9,Yes,No,,No,
16/06/2023,41-50,Male,Married,3,Employed,10001-20000,Yes,NHIF,12,Yes,Yes,2,No,
16/06/2023,18-30,Female,Single,1,Employed,10001-20000,Yes,NHIF ,3,Yes,Yes,1,No,
16/06/2023,18-30,Male,Single,0,Employed,20001-30000,Yes,NHIF ,5,Yes,No,,No,
16/06/2023,31-40,Male,Married,3,Employed,10001-20000,Yes,NHIF ,5,Yes,No,,No,
16/06/2023,41-50,Female,Married,5,Employed,40001-50000,Yes,NHIF ,2,Yes,Yes,1,No,
16/06/2023,31-40,Female,Married,3,Employed,20001-30000,Yes,NHIF ,5,Yes,No,,No,
16/06/2023,18-30,Male,Single,1,Employed,10001-20000,Yes,NHIF ,2,Yes,Yes,1,No,
16/06/2023,18-30,Male,Single,0,Unemployed,0-9999,Yes,NHIF ,18,Yes,No,,No,
16/06/2023,18-30,Female,Single,1,Unemployed,0-9999,No,,18,No,No,,No,
16/06/2023,31-40,Female,Married,3,Employed,40001-50000,Yes,NHIF ,5,Yes,Yes,2,No,
16/06/2023,18-30,Female,Single,0,Unemployed,0-9999,Yes,NHIF ,5,Yes,No,,No,
16/06/2023,31-40,Female,Married,2,Self-employed,50001+,No,,8,No,No,,No,
16/06/2023,18-30,Female,Single,0,Unemployed,0-9999,No,,7,No,No,,No,
16/06/2023,51-60,Female,Married,3,Unemployed,0-9999,No,,6,No,No,,No,
16/06/2023,31-40,Male,Married,3,Employed,50001+,Yes,NHIF,7,Yes,No,,No,
16/06/2023,31-40,Female,Married,1,Self-employed,50001+,Yes,Jubilee Insurance ,6,Yes,Yes,4+,No,
16/06/2023,41-50,Male,Married,4,Self-employed,50001+,Yes,NHIF,5,Yes,Yes,4+,No,
16/06/2023,18-30,Male,Single,0,Unemployed,0-9999,No,,3,No,No,,No,
16/06/2023,41-50,Female,Married,2,Employed,50001+,Yes,Linda Mama,5,Yes,Yes,4+,No,
16/06/2023,18-30,Female,Single,0,Unemployed,0-9999,No,,1,No,No,,No,
16/06/2023,31-40,Male,Married,2,Self-employed,50001+,Yes,APA Insurance ,2,Yes,No,,No,
16/06/2023,51-60,Male,Married,6,Unemployed,0-9999,Yes,NHIF,6,No,Yes,4+,Yes,4+
16/06/2023,41-50,Male,Married,5,Self-employed,10001-20000,No,,24,No,No,,No,
16/06/2023,31-40,Female,Married,1,Unemployed,0-9999,Yes,NHIF,18,No,No,,No,
16/06/2023,31-40,Female,Married,2,Employed,20001-30000,Yes,NHIF,5,Yes,Yes,1,Yes,2
16/06/2023,18-30,Male,Single,,Employed,10001-20000,No,,25,No,No,,No,
16/06/2023,18-30,Female,Single,1,Unemployed,0-9999,Yes,NHIF,4,Yes,Yes,1,Yes,1
16/06/2023,31-40,Female,Divorced,5,Unemployed,0-9999,No,,24,No,No,,No,
16/06/2023,18-30,Male,Single,0,Employed,10001-20000,Yes,Nhif,12,Yes,Yes,3,Yes,4+
16/06/2023,31-40,Female,Single,2,Employed,50001+,Yes,Nhif,6,Yes,Yes,4+,Yes,4+
16/06/2023,60+,Male,Married,6,Self-employed,20001-30000,Yes,Nssf,6,Yes,Yes,3,Yes,3
16/06/2023,31-40,Female,Married,2,Unemployed,20001-30000,Yes,Nssf,5,Yes,Yes,2,Yes,4+
16/06/2023,31-40,Female,Married,3,Employed,10001-20000,Yes,Nhif,6,Yes,Yes,4+,Yes,4+
16/06/2023,18-30,Male,Single,,Unemployed,0-9999,No,,6,No,Yes,4+,Yes,4+
16/06/2023,41-50,Male,Married,3,Employed,50001+,Yes,Nhif,6,Yes,Yes,4+,Yes,4+
16/06/2023,51-60,Female,Married,6,Unemployed,0-9999,No,,6,No,Yes,4+,No,
16/06/2023,41-50,Female,Married,2,Employed,40001-50000,Yes,Nssf,12,Yes,Yes,4+,Yes,4+
16/06/2023,41-50,Male,Married,3,Employed,50001+,Yes,Nhif,12,Yes,Yes,4+,Yes,4+
16/06/2023,31-40,Female,Married,3,Employed,40001-50000,Yes,NHIF,4,Yes,No,,No,
16/06/2023,31-40,Male,Married,3,Self-employed,20001-30000,Yes,NHIF,4,No,No,,No,
16/06/2023,41-50,Female,Divorced,2,Employed,20001-30000,No,,5,No,No,,No,
16/06/2023,18-30,Female,Single,,Employed,20001-30000,No,,6,No,No,,No,
16/06/2023,18-30,Male,Married,,Employed,20001-30000,Yes,NHIF,11,No,No,,No,
16/06/2023,18-30,Female,Divorced,,Self-employed,10001-20000,No,,5,No,No,,No,
16/06/2023,31-40,Male,Single,2,Employed,20001-30000,Yes,NHIF,12,No,No,,No,
16/06/2023,41-50,Female,Single,,Employed,20001-30000,Yes,NHIF,10,No,No,,No,
16/06/2023,31-40,Female,Married,3,Self-employed,10001-20000,No,NHIF,4,No,No,,No,
16/06/2023,18-30,Male,Single,,Unemployed,,No,,12,Yes,No,,No,
17/06/2023,18-30,Male,Single,1,Unemployed,0-9999,No,,9,No,No,,No,
17/06/2023,31-40,Female,Married,2,Self-employed,10001-20000,Yes,Personal insurance ,1,Yes,Yes,1,Yes,1
17/06/2023,41-50,Female,Married,6,Self-employed,20001-30000,Yes,NHIF ,2,Yes,Yes,1,Yes,1
17/06/2023,51-60,Male,Married,7,Employed,50001+,Yes,NHIF ,2,Yes,Yes,1,No,
17/06/2023,51-60,Female,Married,7,Unemployed,0-9999,Yes,NHIF ,2,Yes,Yes,1,Yes,1
17/06/2023,18-30,Male,Single,0,Employed,10001-20000,Yes,NHIF ,2,Yes,Yes,1,No,
17/06/2023,18-30,Female,Married,0,Employed,50001+,Yes,Nhif ,2,Yes,Yes,1,Yes,1
17/06/2023,18-30,Female,Single,0,Employed,10001-20000,Yes,Nhif ,6,Yes,Yes,1,Yes,1
17/06/2023,18-30,Male,Single,0,Unemployed,0-9999,No,,10,No,No,,No,
17/06/2023,18-30,Male,Single,0,Unemployed,0-9999,No,,12,No,No,,No,
17/06/2023,31-40,Male,Single,2,Unemployed,0-9999,,Nhif ,2,Yes,Yes,2,Yes,3
17/06/2023,18-30,Female,Married,5,Self-employed,10001-20000,No,,3,No,Yes,2,No,
17/06/2023,41-50,Male,Married,8,Unemployed,0-9999,No,,6,No,Yes,1,No,1
17/06/2023,31-40,Male,Divorced,2,Employed,20001-30000,Yes,Nhif ,5,Yes,Yes,2,Yes,4+
17/06/2023,51-60,Male,Divorced,0,Unemployed,0-9999,No,,8,No,No,,No,
17/06/2023,51-60,Female,Married,5,Self-employed,0-9999,No,,14,No,No,,Yes,2
17/06/2023,41-50,Female,Divorced,5,Self-employed,40001-50000,Yes,CIC ,5,Yes,Yes,3,Yes,4+
17/06/2023,51-60,Male,Divorced,2,Unemployed,0-9999,No,,5,No,No,,No,
17/06/2023,41-50,Female,Married,5,Unemployed,0-9999,No,,5,No,No,,Yes,2
17/06/2023,41-50,Female,Divorced,2,Self-employed,40001-50000,No,,5,No,No,,No,
17/06/2023,31-40,Female,Married,8,Self-employed,10001-20000,No,,2,No,No,,Yes,2
17/06/2023,31-40,Male,Single,2,Unemployed,0-9999,Yes,Nhif ,2,No,No,,No,2
17/06/2023,31-40,Male,,2,Unemployed,0-9999,Yes,Nhif ,8,Yes,Yes,1,Yes,4+
17/06/2023,31-40,Female,Married,5,Unemployed,0-9999,Yes,Npb,2,No,No,,Yes,4+
17/06/2023,31-40,Male,Single,1,Self-employed,20001-30000,Yes,Nhif ,2,Yes,Yes,2,Yes,2
17/06/2023,51-60,Female,Married,9,Unemployed,0-9999,No,,5,No,Yes,2,Yes,4+
17/06/2023,41-50,Male,Single,2,Unemployed,0-9999,No,,5,Yes,Yes,2,No,
17/06/2023,31-40,Female,Married,2,Employed,0-9999,Yes,Nhif,8,No,No,,No,
17/06/2023,41-50,Female,Married,8,Employed,20001-30000,Yes,CIC ,6,Yes,Yes,4+,Yes,2
17/06/2023,41-50,Female,Single,5,Self-employed,50001+,Yes,Nhif ,5,Yes,Yes,3,No,
17/06/2023,18-30,Male,Single,1,Employed,0-9999,No,,5,No,No,,No,
17/06/2023,31-40,Male,Single,6,Unemployed,10001-20000,Yes,NHIF,1,No,No,,No,
17/06/2023,31-40,Female,Married,2,Unemployed,10001-20000,No,,6,No,No,,No,
17/06/2023,31-40,Female,Married,1,Self-employed,10001-20000,Yes,NHIF ,1,No,Yes,1,Yes,2
17/06/2023,31-40,Female,Single,1,Unemployed,10001-20000,Yes,NHIF,2,Yes,No,,No,
17/06/2023,18-30,Female,Single,4,Unemployed,0-9999,No,NHIF ,1,No,No,,No,
17/06/2023,18-30,Female,Married,4,Unemployed,0-9999,Yes,NHIF,1,Yes,No,,No,
17/06/2023,31-40,Male,Married,1,Unemployed,0-9999,Yes,NHIF ,1,Yes,No,,No,
17/06/2023,18-30,Female,Single,6,Unemployed,10001-20000,Yes,NHIF ,4,No,No,,No,
17/06/2023,18-30,Male,Single,3,Unemployed,0-9999,Yes,NHIF ,3,Yes,No,,Yes,1
17/06/2023,51-60,Female,Married,2,Unemployed,0-9999,No,,9,Yes,No,,Yes,3
17/06/2023,51-60,Female,Married,5,Unemployed,50001+,No,,2,No,No,,No,
17/06/2023,41-50,Female,Married,5,Unemployed,10001-20000,No,,8,No,No,,Yes,4+
17/06/2023,41-50,Male,Divorced,2,Unemployed,10001-20000,Yes,Nhif ,16,No,No,,No,
17/06/2023,51-60,Male,Married,6,Employed,50001+,Yes,NHIF ,5,Yes,Yes,4+,Yes,4+
17/06/2023,41-50,Male,Married,5,Employed,40001-50000,Yes,Nhif ,5,Yes,Yes,4+,Yes,4+
17/06/2023,18-30,Female,Single,0,Employed,20001-30000,No,,6,No,Yes,3,Yes,4+
17/06/2023,51-60,Female,Married,5,Self-employed,40001-50000,Yes,NHIF ,9,Yes,Yes,4+,Yes,4+
17/06/2023,51-60,Female,Divorced,9,Self-employed,20001-30000,Yes,Nhif ,17,Yes,Yes,3,Yes,4+
17/06/2023,51-60,Male,Married,6,Employed,50001+,Yes,Nhif ,9,Yes,Yes,3,Yes,4+
17/06/2023,18-30,Female,Single,,Unemployed,0-9999,No,,3,No,No,,No,
17/06/2023,18-30,Male,Single,5,Employed,20001-30000,Yes,Nhif ,5,Yes,Yes,2,Yes,3
17/06/2023,18-30,Female,Single,5,Employed,10001-20000,Yes,NHIF ,5,Yes,No,,No,
17/06/2023,18-30,Male,Married,13,Employed,20001-30000,Yes,NHIF ,5,Yes,Yes,2,Yes,3
17/06/2023,31-40,Male,Married,5,Employed,10001-20000,Yes,Nhif ,6,Yes,Yes,2,Yes,2
17/06/2023,31-40,Male,Married,5,Employed,0-9999,Yes,CIC ,8,Yes,No,,Yes,2
17/06/2023,60+,Female,Married,2,Unemployed,0-9999,Yes,Nhif ,8,No,No,,No,
17/06/2023,41-50,Female,Divorced,2,Self-employed,50001+,No,,6,No,No,,Yes,3
17/06/2023,60+,Male,Single,2,Unemployed,0-9999,Yes,Ktk,9,Yes,Yes,3,Yes,3
17/06/2023,41-50,Male,Divorced,2,Employed,10001-20000,Yes,NHIF ,2,Yes,Yes,3,Yes,3
17/06/2023,41-50,Female,Divorced,2,Employed,10001-20000,No,,2,No,No,,No,
18/06/2023,31-40,Female,Married,1,Self-employed,0-9999,Yes,NHIF,3,Yes,No,,No,
18/06/2023,18-30,Male,Single,0,Unemployed,0-9999,No,,10,No,No,,No,
18/06/2023,18-30,Male,Married,1,Self-employed,10001-20000,No,,17,No,No,,No,
18/06/2023,18-30,Male,Married,2,Self-employed,0-9999,Yes,NHIF,1,Yes,No,,No,
18/06/2023,18-30,Female,Married,2,Unemployed,0-9999,Yes,NHIF,1,Yes,Yes,1,No,
18/06/2023,31-40,Male,Married,2,Employed,20001-30000,No,,1,No,No,,No,
18/06/2023,18-30,Male,Single,0,Self-employed,0-9999,No,,9,No,No,,No,
18/06/2023,31-40,Female,Married,3,Self-employed,10001-20000,Yes,NHIF,3,Yes,No,,Yes,1
18/06/2023,18-30,Female,Single,2,Unemployed,0-9999,Yes,NHIF,3,Yes,No,,No,1
18/06/2023,18-30,Male,Married,1,Self-employed,0-9999,No,,4,No,No,,No,
18/06/2023,18-30,Male,Single,0,Unemployed,0-9999,No,,6,No,No,,No,
18/06/2023,18-30,Female,Single,0,Unemployed,10001-20000,Yes,NHIF,0.5,Yes,No,,No,
18/06/2023,31-40,Male,Married,2,Employed,20001-30000,Yes,CIC Insurance,1,Yes,No,,No,
18/06/2023,60+,Male,Married,5,Unemployed,40001-50000,Yes,Madison,3,Yes,Yes,1,No,
18/06/2023,41-50,Female,Divorced,3,Employed,20001-30000,Yes,Madison,2,Yes,No,,No,
18/06/2023,51-60,Female,Married,1,Employed,20001-30000,Yes,NHIF,1,Yes,No,,No,
18/06/2023,60+,Female,Married,4,Unemployed,40001-50000,Yes,NHIF,1,Yes,Yes,1,Yes,2
18/06/2023,60+,Male,Married,5,Unemployed,40001-50000,Yes,NHIF,3,Yes,Yes,1,Yes,1
18/06/2023,18-30,Male,Single,0,Unemployed,10001-20000,No,,8,No,No,,No,
18/06/2023,18-30,Female,Single,0,Employed,10001-20000,No,,,No,No,,No,
18/06/2023,51-60,Male,Married,4,Employed,40001-50000,Yes,NHIF,7,Yes,No,,No,
18/06/2023,18-30,Female,Single,1,Employed,10001-20000,Yes,NHIF,4,Yes,No,,No,
18/06/2023,60+,Female,Divorced,2,Self-employed,40001-50000,Yes,AAR,2,Yes,Yes,1,No,
18/06/2023,31-40,Female,Single,2,Employed,20001-30000,Yes,NHIF,96,No,No,,No,
18/06/2023,18-30,Male,Single,0,Unemployed,0-9999,No,,1,No,No,,No,
18/06/2023,60+,Female,Divorced,5,Unemployed,10001-20000,Yes,NHIF,4,Yes,No,,Yes,4+
18/06/2023,60+,Male,Married,6,Self-employed,40001-50000,Yes,Britam,9,Yes,Yes,1,Yes,3
18/06/2023,18-30,Female,Single,1,Unemployed,0-9999,No,,2,No,No,,No,
18/06/2023,41-50,Female,Married,2,Self-employed,40001-50000,Yes,NHIF,6,No,No,,No,
18/06/2023,41-50,Female,Married,3,Self-employed,10001-20000,No,,4,No,No,,No,
18/06/2023,41-50,Female,Married,2,Self-employed,40001-50000,No,,2,No,No,,No,
18/06/2023,18-30,Female,Single,0,Unemployed,0-9999,Yes,NHIF,4,Yes,Yes,1,No,3
18/06/2023,18-30,Female,Single,0,Unemployed,0-9999,No,N/a,5,No,No,,No,1
18/06/2023,18-30,Female,Single,0,Unemployed,0-9999,No,N/a,2,No,No,,No,2
18/06/2023,18-30,Female,Single,0,Unemployed,0-9999,No,,4,Yes,No,,No,2
18/06/2023,18-30,Female,Single,0,Unemployed,0-9999,No,Nome,4,No,No,,No,2
18/06/2023,18-30,Female,Single,0,Unemployed,0-9999,No,None ,4,No,No,,No,2
18/06/2023,18-30,Female,Single,0,Unemployed,0-9999,No,"None
",4,No,No,,No,2
18/06/2023,18-30,Female,Single,0,Unemployed,0-9999,No,None ,4,No,No,,No,2
18/06/2023,31-40,Male,Married,3,Unemployed,0-9999,No,,17,No,No,,No,
18/06/2023,18-30,Female,Single,,Employed,10001-20000,Yes,NHIF,6,Yes,Yes,2,Yes,2
18/06/2023,18-30,Male,Married,2,Employed,10001-20000,Yes,NHIF,9,Yes,Yes,1,Yes,1
18/06/2023,18-30,Female,Divorced,2,Employed,10001-20000,No,,2,No,Yes,1,Yes,1
18/06/2023,41-50,Male,Married,4,Self-employed,10001-20000,Yes,NHIF,13,Yes,Yes,1,Yes,1
18/06/2023,31-40,Female,Married,3,Employed,10001-20000,No,,15,No,Yes,1,Yes,1
18/06/2023,18-30,Male,Single,,Employed,20001-30000,Yes,NHIF,14,Yes,Yes,2,Yes,2
18/06/2023,18-30,Female,Divorced,1,Unemployed,0-9999,No,NHIF,4,Yes,Yes,3,Yes,3
18/06/2023,18-30,Female,Married,3,Self-employed,0-9999,No,,5,No,No,,No,
18/06/2023,18-30,Male,Married,2,Employed,10001-20000,Yes,NHIF,12,No,Yes,1,Yes,1
19/06/2023,18-30,Female,Single,0,Unemployed,0-9999,Yes,NHIF,4,Yes,No,,No,3
19/06/2023,18-30,Male,Single,0,Unemployed,0-9999,No,,18,No,No,,No,
19/06/2023,31-40,Male,Married,2,Self-employed,20001-30000,No,,7,No,No,,No,
19/06/2023,18-30,Male,Single,0,Unemployed,0-9999,Yes,NHIF,1,No,No,,No,
19/06/2023,31-40,Male,Married,2,Self-employed,10001-20000,Yes,NHIF,2,Yes,No,,No,
19/06/2023,60+,Female,Married,4,Unemployed,0-9999,Yes,NHIF,1,Yes,Yes,1,Yes,1
19/06/2023,18-30,Male,Single,0,Unemployed,0-9999,No,,4,No,No,,No,
19/06/2023,41-50,Male,Married,3,Self-employed,20001-30000,Yes,APA insurance,5,Yes,No,,No,
19/06/2023,31-40,Female,Married,2,Self-employed,10001-20000,Yes,NHIF,2,Yes,No,,No,
19/06/2023,31-40,Male,Married,2,Self-employed,40001-50000,Yes,NHIF,8,Yes,Yes,1,No,
